obs	shann
SAMN00147493	186	2.58572561701187
SAMN00146597	1473	6.17554040516239
SAMN00146366	1599	6.22066770369325
SAMN00146343	3041	5.80096504065394
SAMN00147419	533	5.2737098756095
SAMN00146555	656	4.51686683502432
SAMN00147504	723	5.12647248507657
SAMN00147374	1291	6.25464179157711
SAMN00146461	1754	6.50766308674423
SAMN00146653	1996	6.1120481786601
SAMN00146929	1617	6.49265107978832
SAMN00146551	810	5.49903517499431
SAMN00146935	758	5.04042287040787
SAMN00146603	1357	5.62241170106028
SAMN00146881	1958	6.52112035919218
SAMN00147733	1643	6.31883321143721
SAMN00147088	543	4.30928969471229
SAMN00146683	1973	6.07854755807834
SAMN00147369	1233	5.68359844303176
SAMN00146887	616	4.94593547815128
SAMN00147104	1431	6.44272840815573
SAMN00147943	1194	5.91191004808038
SAMN00146659	1077	5.7568899912414
SAMN00147154	432	4.54644795529856
SAMN00147990	1897	6.44720782992431
SAMN00147197	1233	6.19788069789729
SAMN00147367	1834	6.5680041016397
SAMN00147507	1088	5.27113734255444
SAMN00147580	1891	6.53747957174259
SAMN00146498	1094	5.74930756647302
SAMN00147311	1238	6.11119883508568
SAMN00148096	1147	5.61831026003706
SAMN00146083	529	4.443838024276
SAMN00148039	676	4.51410653087472
SAMN00148354	1788	6.60620138614756
SAMN00148192	974	5.64270256852466
SAMN00146262	1027	5.7161838532248
SAMN00147501	1842	6.63096393574312
SAMN00146764	1165	6.09296347600418
SAMN00147397	1758	6.56493087121699
SAMN00147410	1202	6.05716385876145
SAMN00148403	1416	5.88399148782112
SAMN00147893	1441	5.23369746223004
SAMN00147584	964	5.5667758612369
SAMN00147317	610	5.00162999742539
SAMN00148705	1048	5.60740750873281
SAMN00147731	1271	6.28549845618565
SAMN00147631	439	4.3697787926677
SAMN00148499	855	5.60625551660923
SAMN00148043	354	4.46079547877871
SAMN00147313	1098	5.90372876414034
SAMN00147994	810	5.83506337172338
SAMN00148094	1388	6.14508915047724
SAMN00147689	820	5.49403850935418
SAMN00147941	1624	6.26215355597913
SAMN00147737	1095	5.97726188871274
SAMN00147520	1736	6.30901888136226
SAMN00147625	1580	6.44721397086589
SAMN00148037	2151	6.9160891626942
SAMN00147150	445	4.00381616034798
SAMN00148798	1192	5.90099629487696
SAMN00147479	754	5.33365494262424
SAMN00147947	1007	5.42274244396165
SAMN02334100	3462	7.42340205033629
SAMN00148401	1311	6.02558475116563
SAMN02334129	2730	7.30653516860239
SAMN00149155	1026	6.06442402355341
SAMN02334155	2302	4.93053035206243
SAMN00148802	881	5.70048712521349
SAMN02334085	2624	7.05570417368716
SAMN00148190	1631	6.44636882525364
SAMN00148497	1869	6.6589094092222
SAMN00146758	2077	5.94647715815874
SAMN00148448	1639	6.54271852539284
SAMN00148503	877	5.78986005578802
SAMN02334158	2400	6.62017855962192
SAMN02334160	2372	6.80501697849595
SAMN02334170	1899	6.9536947142901
SAMN02334171	2007	6.89152929265261
SAMN02334141	1753	6.75299089597713
SAMN02334168	2438	6.93677797028142
SAMN02334174	2271	6.65470245381855
SAMN02334172	3400	7.42538958976626
SAMN02334169	2130	7.08821703968441
SAMN02334177	2290	7.11926326828402
SAMN02334173	3061	7.4461987895474
SAMN00149249	1505	6.18444149859317
SAMN00147988	1183	5.98395113178297
SAMN00148864	624	5.1887242624081
SAMN02334167	1972	6.84775248618768
SAMN02334187	2164	7.08055402922223
SAMN00148196	845	5.55669879497454
SAMN02334176	1974	6.76979651016642
SAMN02334166	1494	6.59970221724163
SAMN02334154	3164	7.05900057656265
SAMN00148888	1414	6.13537751494256
SAMN00148937	1391	5.96775090542471
SAMN00148907	1408	5.92637450215678
SAMN02334189	2739	6.58920968301384
SAMN02334175	2494	7.11677040039894
SAMN00149178	1358	6.09521198078793
SAMN02334208	2612	7.00746838928216
SAMN00149190	564	4.8043338289212
SAMN02334209	2061	6.85302944032573
SAMN00149251	1073	5.94699818767153
SAMN00148709	693	5.20455073414738
SAMN02334214	1792	6.61219757686023
SAMN00148407	828	5.79040028197363
SAMN02334195	2436	7.09454625903991
SAMN02334192	1971	6.71200161290288
SAMN00147578	2274	6.83722908322483
SAMN02334188	2009	6.97204462977342
SAMN02334210	2323	7.09690446057255
SAMN02334211	2579	6.14020643019544
SAMN02334218	1611	6.72121851902285
SAMN00148987	1531	6.04699851841774
SAMN00148295	1112	5.92430530036641
SAMN02334230	2696	7.20843566484219
SAMN02334217	2012	6.83176296387393
SAMN00148939	315	3.92317925095954
SAMN02334233	1910	6.65730682175388
SAMN02334235	2728	7.16834057860517
SAMN00148547	727	5.08645079734098
SAMN00148301	741	5.55371140705914
SAMN02334241	2665	7.06887791027549
SAMN02334238	2627	7.20710151853302
SAMN02334212	2091	6.83421055149763
SAMN02334234	1421	6.6435660586843
SAMN02334197	2210	6.86614080065786
SAMN02334216	2110	7.10067564820271
SAMN02334240	2262	6.8771257388257
SAMN02334213	2123	7.00273386509679
SAMN02334232	2329	6.96523048060401
SAMN02334239	1764	6.39383023601479
SAMN02334252	3194	7.1305890964347
SAMN02334191	2164	6.83564961474752
SAMN00148913	846	5.90274890064686
SAMN02334193	2335	6.61499646208532
SAMN00147646	1847	6.49554613348185
SAMN02334242	1636	6.43881453531637
SAMN02334178	2598	6.98976468986074
SAMN02334256	2630	7.34591320829854
SAMN02334236	2271	6.76493067571816
SAMN02334231	2615	7.31304741160654
SAMN02334253	2370	7.08786462807002
SAMN02334248	1723	6.62454509564395
SAMN02334262	1349	6.228993148558
SAMN02334215	2128	6.85218993825122
SAMN00148551	617	5.10144634390319
SAMN02334266	1622	6.15416456071108
SAMN02334190	1856	6.84944271187753
SAMN02334258	2323	7.01734863183023
SAMN02334260	2278	7.08107410318749
SAMN02334254	1731	5.86951811479446
SAMN02334263	2255	6.71893234208177
SAMN02334261	2037	6.90331872810652
SAMN02334255	3001	6.12017168918777
SAMN02334259	2476	6.96412763539239
SAMN02334250	2340	6.70618783795087
SAMN00148454	498	4.88899701665208
SAMN02334264	2203	7.16021071593437
SAMN02334265	2122	6.81925041556667
SAMN02334251	2287	6.54932272092172
SAMN02334270	2379	6.78053996246572
SAMN00148796	1199	6.00454191314715
SAMN02334194	2787	6.87581197144428
SAMN02334268	1244	6.59494586951928
SAMN02334269	2031	6.85566769833448
SAMN02334283	2189	6.75344910834196
SAMN02334284	1572	6.45001089898716
SAMN02334267	2853	7.13960283364857
SAMN02334271	1590	6.47124886958644
SAMN02334280	2538	7.05931744181113
SAMN02334281	2893	7.00711480996334
SAMN00149099	1270	6.06475193251333
SAMN02334296	1569	6.80090448540561
SAMN02334294	2859	7.17929535812508
SAMN02334237	2112	6.89336943588097
SAMN02334297	1616	6.76915873711046
SAMN02334300	1881	6.75836874036727
SAMN02334299	1318	6.52284400327074
SAMN02334285	2054	6.71249797611034
SAMN02334287	2804	7.20562862957514
SAMN02334282	2375	6.91794148344315
SAMN02334278	2263	7.16597268012511
SAMN02334301	2931	7.21921825113932
SAMN02334305	2441	7.19822361607696
SAMN02334257	2130	5.79623135241049
SAMN02334277	2146	7.04341822601623
SAMN02334276	2767	7.20391428168705
SAMN02334286	2553	7.01159309524116
SAMN02334306	1773	6.26627319387386
SAMN02334313	1594	6.66939877009763
SAMN02334316	526	5.84869050299654
SAMN02334303	3134	6.91854670848896
SAMN02334320	1701	6.84669435810778
SAMN02334314	1952	7.04711360289861
SAMN02334312	2689	6.6798444487814
SAMN02334308	2252	7.24025922695854
SAMN02334196	1663	6.29227937991289
SAMN02334319	2274	7.08004006444126
SAMN02334323	2019	6.97280848337192
SAMN02334324	2348	7.01206917381032
SAMN02334317	2725	6.99396832056359
SAMN02334309	2280	6.82084171583583
SAMN02334326	2616	7.08399619992364
SAMN02334302	2534	7.03615953030539
SAMN02334331	2418	7.06074465472112
SAMN02334304	2681	7.18590943639486
SAMN02334311	1858	6.45236848359006
SAMN02334337	1872	6.65603302874246
SAMN02334315	2683	7.1792884945381
SAMN02334329	2276	6.79377217071198
SAMN02334334	1942	6.75793061098972
SAMN02334339	1676	6.43301941950922
SAMN02334338	2152	6.66851932131694
SAMN02334341	3201	7.27633547186193
SAMN02334322	1915	6.65336263613767
SAMN02334340	2112	6.96111441766074
SAMN02334336	2389	6.99532001169973
SAMN02334335	2398	6.88403652134401
SAMN02334346	2765	7.2788290133622
SAMN02334330	3342	7.09071661682363
SAMN02334344	1617	6.60008682105091
SAMN02334328	2710	6.85876179792643
SAMN02334298	2182	6.72662657115109
SAMN02334307	845	6.27929536786285
SAMN02334350	1338	6.45037315241351
SAMN02334345	1949	6.87493901309781
SAMN02334351	2140	7.08103161132996
SAMN02334354	2625	6.91611695678471
SAMN02334325	1684	6.51343539283839
SAMN02334349	2479	7.12150462794691
SAMN02334359	1635	6.66606345741098
SAMN02334347	2495	6.80799951120384
SAMN02334343	2079	6.67554734528965
SAMN02334355	1501	6.36301248898247
SAMN02334358	1831	6.86524261078745
SAMN02334318	2750	6.56368920355061
SAMN02334368	2230	7.14215250608167
SAMN02334342	2484	6.62998338033397
SAMN02334360	747	5.2313432127128
SAMN02334353	2131	7.11144265143594
SAMN02334362	1680	6.48042520707084
SAMN02334327	2432	6.89014978207585
SAMN02334364	2564	7.01326007750475
SAMN02334372	747	5.47776342308781
SAMN02334367	2172	6.97973005277459
SAMN02334375	2183	6.90030199166337
SAMN02334366	2750	7.19925130314438
SAMN02334371	1957	6.79383725083136
SAMN02334384	1301	6.31169339874559
SAMN02334385	1396	6.58468970479314
SAMN02334383	1867	5.05097895728781
SAMN02334380	2515	6.91728532999947
SAMN02334379	2537	7.11472171421698
SAMN02334369	1852	6.7463041813435
SAMN02334378	2788	7.13910463153662
SAMN02334386	1476	6.52337199557802
SAMN02334389	2247	6.53634068100783
SAMN02334381	2082	6.1231748993327
SAMN02334397	2256	6.98066835145471
SAMN02334391	2443	6.79304787129048
SAMN02334388	2445	6.7991799016363
SAMN02334392	2839	7.13267637018074
SAMN02334390	2642	7.10480283617174
SAMN02334398	2546	6.88643686123772
SAMN02334361	2373	6.30006459466944
SAMN02334374	1924	6.61821586836307
SAMN02334377	2860	7.3252663180036
SAMN02334363	1216	6.34409535372216
SAMN02334402	1579	6.47108562053911
SAMN02334404	1713	6.41271512211714
SAMN02334401	1888	6.82363263953267
SAMN02334393	2411	6.75946144141185
SAMN02334387	2424	6.7248504482276
SAMN02334394	2568	7.02233168011117
SAMN02334352	1104	5.70847170622
SAMN02334400	2153	6.76594515587906
SAMN02334414	2498	7.14324727643608
SAMN02334413	2341	6.82921320985542
SAMN02334405	2123	6.75937629200225
SAMN02334412	2083	6.98985750155261
SAMN02334332	2500	6.82597592568173
SAMN02334310	2315	6.96835699061912
SAMN02334407	2447	6.91987614780248
SAMN02334403	1592	6.32601737302681
SAMN02334356	2573	6.00886694844154
SAMN02334382	2705	7.11324468706966
SAMN02334427	1909	6.94105544552156
SAMN02334425	2341	7.09268802579372
SAMN02334415	2410	6.95322812611191
SAMN02334406	2418	6.96005650575678
SAMN02334422	2144	6.96140404839143
SAMN02334430	2613	6.73841955149883
SAMN02334376	2519	6.89859446077745
SAMN02334419	1989	6.40047569952526
SAMN02334408	1462	6.45555722924296
SAMN02334423	1517	6.36027563440657
SAMN02334428	2468	6.64818661459328
SAMN02334411	2323	6.97212613016649
SAMN02334431	2497	7.19440857467401
SAMN02334421	1524	5.84023100739845
SAMN02334435	1865	6.86412156284641
SAMN02334416	2132	6.8378371078347
SAMN02334424	2495	6.90182508107892
SAMN02334432	2503	7.13551483766731
SAMN02334429	2520	6.863915513244
SAMN02334438	2207	7.06322623906937
SAMN02334433	1258	6.24507759271407
SAMN02334426	3094	6.97031422827909
SAMN02334410	3019	7.19052514675528
SAMN02334436	2548	7.07605331972895
SAMN02334439	1890	6.61109255273938
SAMN02334418	2467	6.90692795538135
SAMN02334420	1743	6.49596073181518
SAMN02334409	1599	6.29152099912323
SAMN02334437	2232	6.96404280138187
SAMN03287583	460	4.11280170226994
SAMN03287600	1042	1.73419805031423
SAMN03287593	434	2.06956654170096
SAMN03287591	781	3.89529037151359
SAMN03287595	931	4.33427114361855
SAMN03287590	772	4.58229898400752
SAMN02334434	2442	6.96797123617929
SAMN03287602	303	0.679677891877525
SAMN03287621	241	4.08839439883869
SAMN03287585	933	3.19265568867284
SAMN03287584	1062	3.88422000397833
SAMN03287586	639	4.46242606403439
SAMN03287588	683	4.4386110203283
SAMN03287616	1015	5.82751250841088
SAMN03287606	458	1.03600886524846
SAMN03287582	579	3.23561212505573
SAMN03287596	645	5.11343593072915
SAMN03287607	764	1.77689322557896
SAMN03287587	390	3.58946742924177
SAMN03287598	535	2.9649241506523
SAMN03287601	384	1.64933781973678
SAMN03287599	649	2.73531892896688
SAMN03287625	434	4.69439737771837
SAMN03287605	528	2.28210066028808
SAMN03287604	813	2.92165559480692
SAMN03287592	813	5.68170213195135
SAMN03351471	665	5.37766678538206
SAMN03287594	470	4.19406844185233
SAMN03287589	604	4.80388536061215
SAMN03287618	566	5.53108102313862
SAMN03351463	1433	6.22672342073486
SAMN03287610	320	4.22226620520793
SAMN03287597	1057	5.89310014398009
SAMN03351499	1124	5.70525258907813
SAMN03287612	626	2.47122435624787
SAMN03287611	281	1.77948731463433
SAMN03287603	725	1.67318003014638
SAMN03351457	1605	6.60038405412736
SAMN03287620	419	5.04273814801693
SAMN03287624	613	4.99080076463042
SAMN03287608	630	1.44451912713932
SAMN03287615	1010	5.86172443117787
SAMN03287609	862	1.84491897259134
SAMN03351508	1090	3.42527978994471
SAMN03351472	336	4.30583641504739
SAMN03287613	481	2.11293690156962
SAMN03287628	509	5.42176275178709
SAMN03287614	991	5.93875412979666
SAMN03287622	898	5.27621920098486
SAMN03287617	1159	5.41734452838514
SAMN03351523	961	5.67724469949375
SAMN03287623	1128	5.4961794689999
SAMN03351539	769	5.31763497015911
SAMN03351518	1356	6.01258197471709
SAMN03287629	302	4.52794368940893
SAMN03351512	1520	6.30973398900372
SAMN03351515	673	4.1682798421668
SAMN03351557	906	4.86172812014846
SAMN03351546	1173	5.54372135107725
SAMN03351540	452	4.41038022014173
SAMN03351500	504	5.25844174440204
SAMN03351560	682	4.7411982109642
SAMN03351505	1736	6.20639510867411
SAMN03287619	510	5.26020824542696
SAMN03287627	1124	5.67712311316378
SAMN03351456	1950	6.17097654261146
SAMN03351534	853	5.1583590808997
SAMN03351524	308	3.70555061980717
SAMN03351504	1481	6.04733915553061
SAMN03351462	1201	5.69542904795176
SAMN03351580	706	4.10406437921216
SAMN03351533	1936	6.38250457678756
SAMN03351516	755	5.29677756203924
SAMN03351470	683	5.34083798665805
SAMN03351525	1099	5.63596753266595
SAMN03287626	928	5.95849502453246
SAMN03351552	863	4.42900125002851
SAMN03351458	920	5.42970738502323
SAMN03351561	630	5.2446789866269
SAMN03351511	1476	6.32300206118819
SAMN03351550	1904	6.38262564397567
SAMN03351498	1509	6.28632165847362
SAMN03351509	983	4.98449639246058
SAMN03351574	1338	6.27333360777238
SAMN03351517	1294	6.01101503900662
SAMN03351558	1259	5.46878288211331
SAMN03351588	1064	5.78230803058599
SAMN03351547	1587	6.01637762045088
SAMN03351597	1121	5.58424795792929
SAMN03351575	716	4.95876095456029
SAMN03351615	712	4.88210972905211
SAMN03351519	962	5.56916445570989
SAMN03351545	1791	6.38418687072595
SAMN03351530	410	3.62875533024831
SAMN03351538	1443	6.03877999152758
SAMN03351624	1594	6.39263178648132
SAMN03351630	1400	6.16950871829391
SAMN03351637	1000	5.87360784631555
SAMN03351535	980	5.1933729975032
SAMN03351564	1124	5.98312242382232
SAMN03351464	1111	4.89373667511943
SAMN03351556	1288	6.1486658359637
SAMN03351610	1527	5.64116734049657
SAMN03351507	1148	5.92835673979744
SAMN03351559	1156	5.33426639992909
SAMN03351593	1027	5.27461940987353
SAMN03351598	1076	5.61761781516179
SAMN03351621	1199	5.99337032423616
SAMN03351651	1273	5.63031430191998
SAMN03351662	925	5.29308031310964
SAMN03351640	1494	6.05371592489392
SAMN03351569	812	5.47823473192465
SAMN03351643	760	5.18514550599069
SAMN03351567	1377	5.68768483214958
SAMN03351607	905	5.23774577952506
SAMN03351616	1125	5.2855326718795
SAMN03351589	823	5.43368335627059
SAMN03351614	1750	6.67149693169376
SAMN03351579	1159	6.06867150516155
SAMN03351685	762	5.32823974582274
SAMN03351591	1375	5.78426320523089
SAMN03351596	1718	6.34259083189675
SAMN03351587	1713	6.53386753286655
SAMN03351679	1136	5.64223560445104
SAMN03351674	927	5.44826890114416
SAMN03351611	1118	5.38678827944765
SAMN03351649	1628	5.65774501211381
SAMN03351639	1378	5.84685223174544
SAMN03351669	569	3.57442817453154
SAMN03351675	965	5.65479715479031
SAMN03351581	572	4.89236580116082
SAMN03351573	1209	6.0312148098328
SAMN03351638	451	4.54922858598333
SAMN03351629	1635	6.34938022479711
SAMN03351652	660	5.25764969522957
SAMN03351631	1298	5.48310545415544
SAMN03351606	1540	6.13955906317675
SAMN03351623	1511	6.29500182749342
SAMN03351636	1402	6.14899061982381
SAMN03351667	989	5.46235508513399
SAMN03351691	850	5.21317810264064
SAMN03351663	819	4.72754973373469
SAMN03351641	895	5.14611370906991
SAMN03351697	1716	6.63780747066042
SAMN03351622	803	4.91534264768767
SAMN03351609	1274	6.02321707871555
SAMN03351715	1852	6.56007313548482
SAMN03351644	802	4.66743110412602
SAMN03351704	1073	5.44597339624786
SAMN03351655	1175	5.99480565647689
SAMN03351642	1625	6.62066619892764
SAMN03351657	623	4.86596095389799
SAMN03351701	895	3.50062370217514
SAMN03351710	1325	6.00263338303628
SAMN03845019	1351	6.14665550172155
SAMN03351684	1591	6.35866710363829
SAMN03351620	1578	6.21888534825586
SAMN03845030	1972	6.74928050226337
SAMN03351721	1036	5.77137852212754
SAMN03845005	1678	6.47059639148556
SAMN03845036	1484	6.24057656845402
SAMN03351722	899	5.56890914926791
SAMN03845029	1779	6.58706484161124
SAMN03351661	1371	6.0677656335599
SAMN03845048	2227	6.55391101755783
SAMN03845061	2138	6.78657840723575
SAMN03845033	1893	6.50318574343603
SAMN03845071	2109	6.71661418143375
SAMN03845066	1536	6.33480193056178
SAMN03845046	1632	6.39869633935801
SAMN03845076	1570	6.16220945121432
SAMN03845038	1822	6.66887082975392
SAMN03845074	2212	6.67798533754857
SAMN03845056	1729	6.66976006576456
SAMN03845085	1241	6.02423853093774
SAMN03845058	1950	6.50860431522736
SAMN03351700	1389	5.93003589240894
SAMN03845053	2094	6.84867823634129
SAMN03844957	1633	6.33994302680177
SAMN03845088	2020	6.45572483013141
SAMN03351686	557	4.59722730910642
SAMN03351692	876	5.2229533858326
SAMN03351727	2089	6.52781894453844
SAMN03845082	1277	6.22040196100934
SAMN03845091	1765	6.57300884381246
SAMN03351702	674	4.21674013723799
SAMN03351650	1767	6.56261449150808
SAMN03351678	1586	5.97175267786976
SAMN03351716	1021	5.26981215578233
SAMN03351728	941	4.79616537944605
SAMN03845132	1908	6.64800887843011
SAMN03845069	1581	6.39472942795792
SAMN03351680	1089	4.80783685908224
SAMN03845094	1847	6.55434445918736
SAMN03845097	1930	6.6012093742898
SAMN03845111	1617	6.36751458690045
SAMN03351698	911	5.30958526370519
SAMN03351725	925	3.42116834551026
SAMN03845100	1577	6.42785198564916
SAMN03351714	1212	5.96872761307436
SAMN03351696	1274	6.36989580660285
SAMN03845114	1493	6.47540420983608
SAMN03845155	1964	6.07017005568345
SAMN03845150	1971	6.5444589580954
SAMN03845108	1601	6.43777526768077
SAMN03845139	1913	6.59278179155437
SAMN03845106	1502	6.37748656344914
SAMN03845133	2102	6.67690194245551
SAMN03845147	1763	6.32851509196489
SAMN03351673	1179	6.02763400063415
SAMN03845146	1854	6.66063816533646
SAMN03845142	1547	6.25309101166892
SAMN03845159	2138	6.68485619027138
SAMN03845103	1426	6.53707451562907
SAMN03845162	2357	6.67697609883244
SAMN03845158	2101	6.75940539411788
SAMN03351690	1191	5.91187135397135
SAMN03351726	1845	6.66055942566138
SAMN03845168	2241	6.67312740424659
SAMN03845196	1564	6.48659405633681
SAMN03845165	1899	6.48321840745654
SAMN03845190	1696	6.59362511661963
SAMN03845187	1748	6.45091531418973
SAMN03351724	1658	6.265661009678
SAMN03845176	2036	6.68356413266244
SAMN03351705	1411	6.265313806263
SAMN03845186	1952	6.68191746943871
SAMN03845209	1972	6.78109625521087
SAMN03845174	1786	6.40732360396963
SAMN03845183	1709	6.68782338275696
SAMN03845199	1514	6.53171312696737
SAMN03845217	1990	6.52268903309394
SAMN03845204	1409	6.34821150583892
